Field_ID,Area_m2,Area_ha,Suitability_Class,Final_Score,Water_Access,Water_Score,Soil_Score,Terrain_Score,Stream_Distance_m,Texture,pH,Tier,Primary_Crop,Secondary_Crop,Kharif_Recommendation,Rabi_Recommendation,Limiting_Factor,Key_Interventions,WKT
345,17620,1.76,Moderately Suitable,2.75,Moderate Access,3,3,4,132.1,Clay Loam,8.047417840375585,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36653759291899 26.202620871643497, 66.36660533806486 26.202478794336965, 66.3666526506984 26.202363192822634, 66.36668479786437 26.202260734397207, 66.36669678494367 26.20216690700119, 66.3667195785573 26.202037472620095, 66.36677433772053 26.201810042164915, 66.36788014704389 26.20209450210592, 66.36793908364548 26.20212244120012, 66.36796251298959 26.20218560649761, 66.3679411723079 26.202252458770868, 66.3677026107854 26.20270496493501, 66.367407927964 26.203443087827097, 66.36632391424857 26.203069374031486, 66.36653759291899 26.202620871643497))"
262,17801,1.78,Moderately Suitable,3.05,Very High Access,4,3,4,46.7,Clay Loam,8.015068493150686,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3549061638062 26.196369312627983, 66.35523371300717 26.195497371402702, 66.35529918654676 26.195458273345007, 66.35685139298045 26.195979539761115, 66.35633514060892 26.196852514908656, 66.35490044282103 26.196405036049896, 66.3549061638062 26.196369312627983))"
6,17849,1.78,Marginally Suitable,2.15,Very Low Access,1,3,4,702.2,Clay Loam,8.133333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Very Low - >500m from stream),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36549989450484 26.219148164397435, 66.36554539082447 26.218893710941536, 66.36564301268047 26.218747673510926, 66.36585696352401 26.218729242837664, 66.36604003867413 26.218759468990392, 66.36702733783778 26.21879995162673, 66.3671201469547 26.21886887303684, 66.36717672238284 26.219004262067802, 66.36718989001942 26.219080654043008, 66.36713077187416 26.219720077306306, 66.3670849121805 26.21977300422195, 66.36703060704322 26.2197585831038, 66.36622665551826 26.21973488777381, 66.36548164149143 26.21973913065098, 66.36545439818893 26.21962663581689, 66.3654583030622 26.21945204971887, 66.36549989450484 26.219148164397435))"
130,17878,1.79,Moderately Suitable,3.05,Very High Access,4,3,4,5.5,Clay Loam,8.091304347826087,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36133994826936 26.21049863066821, 66.36428420878845 26.21117527247857, 66.36428302824784 26.21122899623082, 66.36428202932886 26.2112737633912, 66.36428103040988 26.211318530543913, 66.36427004230131 26.21136309165452, 66.36424870176049 26.21142993869097, 66.36423244662569 26.211487831602177, 66.36419176338535 26.211531906550448, 66.36415117095875 26.211571503175826, 66.36408115584062 26.211592599951693, 66.36396183048443 26.211599379259795, 66.36387274513237 26.211584269017848, 66.36352148926491 26.211528609887413, 66.36338273054461 26.211517094826522, 66.36331825497295 26.211511424552246, 66.36316977956511 26.211490762358466, 66.36298161996123 26.211464913431623, 66.3628678342856 26.21144941919023, 66.36248724725004 26.211370779158674, 66.36240397400579 26.211319960868067, 66.36232524129882 26.211287142872052, 66.36225604370394 26.211272428264753, 66.36218221478343 26.211244191550605, 66.3621281825538 26.21121633573786, 66.36207932652549 26.211179626544798, 66.36204536341538 26.211147620117764, 66.3619310330679 26.21115000662458, 66.36182196974796 26.211143555416925, 66.36169810435463 26.211132247469322, 66.36157905193872 26.211125589797764, 66.36153954942645 26.21111594035198, 66.36126239624667 26.21107499314331, 66.36133994826936 26.21049863066821))"
339,18011,1.8,Moderately Suitable,2.9,Very High Access,4,3,3,11.9,Clay Loam,8.126666666666667,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36185529717153 26.203283058236927, 66.36194883191315 26.20309661812557, 66.36207451357124 26.20280780809658, 66.36218058019489 26.202509660456734, 66.36226884798265 26.202336551155234, 66.36242467880255 26.202034820394296, 66.36248661157639 26.201928456748096, 66.36257197347531 26.201885257604904, 66.36266242077821 26.201837597989343, 66.3627174519757 26.201820768344117, 66.36277202912576 26.201821751761194, 66.36282152088874 26.20183160488766, 66.36285584728839 26.20185019112256, 66.36287518994311 26.201872878221064, 66.36287918560895 26.201913255264927, 66.36285076189571 26.202293467393037, 66.36302321121958 26.202354911803837, 66.36311983371814 26.20269261514696, 66.3631689622694 26.202715887805866, 66.36320319787977 26.20273895247621, 66.36322762594257 26.202757264009094, 66.3632568669708 26.202780225834594, 66.36329092096524 26.20281216251281, 66.3633005468947 26.20282578766182, 66.36348307634348 26.203321859691837, 66.36342350453673 26.20354030807917, 66.3617691180885 26.20336215175901, 66.36185529717153 26.203283058236927))"
221,18085,1.81,Marginally Suitable,2.4,Moderate Access,3,2,4,170.5,Clay Loam,7.919298245614034,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Soil Quality (alkalinity, low organic carbon)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35703074198145 26.188256153409302, 66.35727038866077 26.18797835510648, 66.3573551140935 26.187742552796873, 66.3574580922895 26.18757868501599, 66.35757950487839 26.187482373931072, 66.35766922489377 26.187466128938496, 66.35782269337462 26.187482389098946, 66.35804799244589 26.187620914429807, 66.35815115238961 26.18766762930646, 66.35829463192057 26.18769267223494, 66.35843366180511 26.187690741139033, 66.35887427143973 26.187743549088864, 66.35913662140615 26.187779785001144, 66.35892439852657 26.18860454144765, 66.35694292907095 26.188406876677618, 66.35703074198145 26.188256153409302))"
343,18198,1.82,Moderately Suitable,3.05,Very High Access,4,3,4,10.2,Clay Loam,8.033333333333333,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3658758522272 26.204225735417147, 66.36630021253963 26.203239182771142, 66.36633590132014 26.203199494982588, 66.36737105856797 26.203536502290245, 66.36691591243105 26.204786784687002, 66.36665274150961 26.204786440673743, 66.3664391536064 26.204787060601237, 66.36626125456044 26.20475240228165, 66.36618270293233 26.20471071616547, 66.36598146551691 26.20460841431504, 66.36591299395795 26.20456237040526, 66.36586876896344 26.20453918530248, 66.36583080993603 26.20446230836722, 66.36582808560402 26.20436372710914, 66.3658758522272 26.204225735417147))"
18,18216,1.82,Marginally Suitable,2.45,Low Access,2,3,4,436.2,Clay Loam,8.100000381469727,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36369620906385 26.215890094907692, 66.36389308674056 26.215969859975367, 66.3641445417708 26.21605061165573, 66.3647630544266 26.216147032629888, 66.3652439891273 26.21618270561071, 66.36486957561523 26.217371839815613, 66.36482961881576 26.217380087326358, 66.36476995605459 26.21738347551168, 66.36470121221132 26.217350863257046, 66.3645640877936 26.21726323194199, 66.3644160661089 26.217220176191265, 66.3642037504112 26.217166986259706, 66.36407979367888 26.21716024006372, 66.36391533537537 26.217184116108417, 66.36382161868292 26.217155481528046, 66.36374842523055 26.217100390574043, 66.3637210912018 26.216992458636103, 66.36357724703264 26.215883452143373, 66.36369620906385 26.215890094907692))"
406,18515,1.85,Moderately Suitable,3.05,Very High Access,4,3,4,5.3,Clay Loam,7.905936073059362,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36383787380578 26.193084363078217, 66.36454774183875 26.1933078941646, 66.3642404379768 26.19394726261138, 66.36413391690807 26.194267822209106, 66.36412883150376 26.194491656070785, 66.3640914174592 26.194611943955092, 66.36404546720402 26.19466935819884, 66.36398553209426 26.19468169476272, 66.36380218518471 26.194669331436494, 66.36365843180539 26.194657725753355, 66.36264307813089 26.194325602260495, 66.36256343728483 26.19433757474624, 66.36383787380578 26.193084363078217))"
280,18518,1.85,Marginally Suitable,2.4,Moderate Access,3,2,4,173.7,Clay Loam,8.133333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Soil Quality (alkalinity, low organic carbon)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.34966703739181 26.210221138667094, 66.35115321018718 26.210378388629316, 66.35103143576656 26.21137055191022, 66.35024140102433 26.211391838517834, 66.3498600961528 26.211344491120173, 66.34943992554871 26.21126055293969, 66.34941631536644 26.21120634677408, 66.34966703739181 26.210221138667094))"
132,18602,1.86,Moderately Suitable,2.75,Moderate Access,3,3,4,128.4,Clay Loam,8.085964912280701,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36149350857087 26.20919351499581, 66.36432952338748 26.210047323158122, 66.36439772232002 26.210106803656945, 66.36442541962525 26.21019690904177, 66.36439209204832 26.210577024873963, 66.36149850314082 26.20985203160875, 66.3615923102538 26.209437216028515, 66.36144428935668 26.209394161968635, 66.36149350857087 26.20919351499581))"
2,18669,1.87,Marginally Suitable,1.7999999999999998,Very Low Access,1,2,4,892.6,Clay Loam,8.117370892018778,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Very Low - >500m from stream),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36453402939924 26.221020699364384, 66.3647333592651 26.220988545205945, 66.36471401654607 26.220746335323206, 66.36457534834054 26.22073033714043, 66.36459160348532 26.22044843032037, 66.36563974348316 26.220436317866923, 66.36563692834105 26.220781183091397, 66.3657830433167 26.2217917111064, 66.36564827972063 26.221820566657332, 66.36549825990662 26.22186704062526, 66.36540200024083 26.221950396360114, 66.3653710336915 26.222003615113067, 66.36452376777252 26.221916423443343, 66.3644899861355 26.22165152981713, 66.36453402939924 26.221020699364384))"
361,18762,1.88,Moderately Suitable,2.75,Moderate Access,3,3,4,217.2,Clay Loam,8.10632911392405,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36687150573479 26.20146242786381, 66.3669666759184 26.201428301651188, 66.36699927715868 26.201303449855697, 66.36692063461574 26.201266243525605, 66.36721431825637 26.200572799512443, 66.36800392299553 26.200788871901636, 66.3685512436907 26.20095565150643, 66.36858520719599 26.200992065929707, 66.36857903201305 26.201045775211153, 66.36814667856581 26.201947110735645, 66.36810599504079 26.201986697283413, 66.36802608098242 26.20200761174051, 66.36798639639176 26.20200692287444, 66.36778824591482 26.201985378883254, 66.3676995231988 26.201956855510204, 66.36769080530729 26.201902939405297, 66.367646761795 26.201875292393762, 66.36760744047666 26.201856604515726, 66.36754587038095 26.201945059796135, 66.36678105775087 26.201733956861833, 66.36687150573479 26.20146242786381))"
257,18814,1.88,Moderately Suitable,2.75,High Access,3,3,4,65.5,Clay Loam,7.955411255411254,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35844955353154 26.193366152593132, 66.35844555789743 26.19332128109284, 66.35838226342442 26.19326638258952, 66.35856787880036 26.192960737155417, 66.359099934176 26.192267259226355, 66.35958722070202 26.192455446802253, 66.35959902600891 26.19259003085235, 66.35985456555916 26.1927066651229, 66.3596109221261 26.193163538124942, 66.35956006849715 26.193216368614056, 66.35949740956785 26.193354068727572, 66.35894410428477 26.194109831256657, 66.35877628752755 26.194066489010385, 66.35869946234061 26.19417256141266, 66.35809893674669 26.193942092756465, 66.35844955353154 26.193366152593132))"
168,19081,1.91,Moderately Suitable,2.75,Moderate Access,3,3,4,170.4,Clay Loam,8.085281385281386,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36479501986216 26.20701889479938, 66.36515708303388 26.20637609506306, 66.36611132539312 26.20655926818645, 66.36614919362844 26.206640623396254, 66.36615809311817 26.20668558165843, 66.36615718500697 26.20672587162146, 66.36608571665991 26.207033667484556, 66.36601824401025 26.207162304936055, 66.36599663096942 26.207242504804313, 66.3659940882588 26.207354417523803, 66.36600698343425 26.20744424673769, 66.36600952614494 26.207551868623153, 66.36601243210004 26.207641492103598, 66.36597510874051 26.20775721035523, 66.36593842106107 26.20784166458285, 66.36589801012984 26.20787230674407, 66.36535150932843 26.207884644151033, 66.36470675167526 26.207850432711645, 66.36479501986216 26.20701889479938))"
227,19089,1.91,Marginally Suitable,2.4,High Access,3,2,4,97.0,Silty Clay Loam,7.901333333333334,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Soil Quality (alkalinity, low organic carbon)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3538817451631 26.192269854305884, 66.35390762576331 26.192225585660537, 66.35397264510114 26.192204384722277, 66.3551893072406 26.19241036278599, 66.35469975433115 26.193861606585237, 66.35467950386764 26.193879208580253, 66.35464545039926 26.193847186552755, 66.3545822471675 26.193787808609983, 66.35453348260997 26.19375111557217, 66.35450487770392 26.193696804809548, 66.35442823472478 26.193574468355983, 66.3541420041662 26.193497527180277, 66.35406499800047 26.193608056868523, 66.35352640918423 26.193495151174496, 66.3538817451631 26.192269854305884))"
190,19155,1.92,Moderately Suitable,3.05,Very High Access,4,3,4,43.2,Clay Loam,8.037179487179486,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3655303161952 26.20567968585015, 66.36561195530676 26.205582673665443, 66.36566290029788 26.205525366008597, 66.36570966798544 26.205432143855177, 66.36573091777096 26.205369772335317, 66.36576615245988 26.205348068301817, 66.36587049437382 26.20534546873321, 66.3659544946233 26.20536495060516, 66.36600362342372 26.205388222851052, 66.36604249057386 26.20542480960286, 66.36608172097114 26.205447892007708, 66.36615600446241 26.20545373292185, 66.36623037877467 26.205459589536026, 66.36633481158637 26.20545251115807, 66.36646893966962 26.20545049623703, 66.3665233355636 26.205460435779415, 66.36707374239433 26.205492941330327, 66.36708118891842 26.206706984883613, 66.36530792005522 26.20629371053894, 66.3655303161952 26.20567968585015))"
232,19263,1.93,Moderately Suitable,2.7,Very High Access,4,2,4,5.5,Clay Loam,7.866666666666667,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Soil Quality (alkalinity, low organic carbon)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35347628258346 26.193736090704807, 66.355050823022 26.194145835182855, 66.35506535251217 26.194159462852102, 66.35506971135929 26.194186420163412, 66.35506362713518 26.19423564805663, 66.35505808776703 26.194262415161322, 66.3550824246636 26.1942852054743, 66.35511175607394 26.1943036894593, 66.35515625264365 26.19431344086792, 66.35518095278184 26.19431840257589, 66.35535848505737 26.19437098119708, 66.35536166338507 26.194451662986854, 66.3551911234273 26.194529099300773, 66.35514045182053 26.194572969257848, 66.35506952974066 26.1946343563405, 66.35500342056295 26.194704802982614, 66.3549423059043 26.194770858429205, 66.35490135091392 26.194828369105526, 66.35484986205002 26.194908049636123, 66.35482906672539 26.194947942599242, 66.35478111942963 26.195094885151434, 66.35475433069611 26.19517952731524, 66.35472790520093 26.195250665412694, 66.35468631456156 26.19533502991279, 66.35408007231982 26.19513577147184, 66.3541585314343 26.194962493325093, 66.35389718271396 26.194881555263418, 66.35383897406851 26.195041725564682, 66.35341035521324 26.194236555993584, 66.35347628258346 26.193736090704807))"
215,19286,1.93,Moderately Suitable,3.05,Very High Access,4,3,4,3.9,Clay Loam,8.124166666666667,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37279824160682 26.203532737365645, 66.37290876006091 26.20347658960829, 66.3729737816102 26.2034553803347, 66.37332622396589 26.20346176594415, 66.37330125058888 26.203689788685292, 66.37364815359774 26.203718533592337, 66.37368811102615 26.203929740823373, 66.37356987337127 26.204774203840667, 66.3736348041848 26.205196394399028, 66.37225318706781 26.205032321459807, 66.37279824160682 26.203532737365645))"
208,19387,1.94,Moderately Suitable,2.75,Moderate Access,3,3,4,187.7,Clay Loam,8.123333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.3699109660599 26.205406053461797, 66.37002148394505 26.205349826055325, 66.37017077847692 26.205334663119878, 66.37179440448404 26.20556140090145, 66.3716498317444 26.206468103472044, 66.369714358701 26.20619976364614, 66.3699109660599 26.205406053461797))"
171,19462,1.95,Marginally Suitable,2.45,Low Access,2,3,4,274.4,Clay Loam,8.133333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36329110258656 26.20654791137135, 66.36471020248888 26.207035307587372, 66.36469794301951 26.207581548390756, 66.3645570953573 26.208103031745626, 66.36301304043124 26.207649159945323, 66.3629996004612 26.20758620178494, 66.36329110258656 26.20654791137135))"
409,19634,1.96,Marginally Suitable,2.45,Low Access,2,3,4,325.2,Clay Loam,8.077027027027027,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Low/Moderate),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36746831749718 26.192595430025325, 66.36751426803359 26.192538097223967, 66.36754096656831 26.19245342942036, 66.36756966295401 26.192283798576558, 66.36776018519758 26.191758658961056, 66.36777516907554 26.19175447158984, 66.36779006214253 26.191754762914922, 66.36781485365124 26.19175524320666, 66.36783964516104 26.191755638692378, 66.36785962366791 26.191751553659444, 66.36787460754853 26.191747366272192, 66.36789504011367 26.19172080292109, 66.36789059035496 26.19169832279912, 66.36788614059631 26.19167584267623, 66.36787197401797 26.191644300990205, 66.36785789825139 26.19160819579981, 66.36785372092717 26.191572279564127, 66.36786425504914 26.191545612032357, 66.36788523248232 26.191496670854125, 66.36790067042064 26.191470089908037, 66.36793654092602 26.191421524773062, 66.36794725667238 26.191385814980638, 66.36797904066702 26.191296854793613, 66.3680104614178 26.191225724591476, 66.36803116642216 26.19119030420075, 66.36809645984005 26.191155656977894, 66.36815639539029 26.19113882224082, 66.36820134705718 26.19112625976032, 66.36825583393099 26.191131716234768, 66.36834001616143 26.19114223382169, 66.36838941760568 26.19115206664941, 66.36843391523382 26.191161812886826, 66.3684786853 26.191158207735544, 66.36855342316692 26.191146142668767, 66.36874176626827 26.19115851284243, 66.36883793569689 26.191299157302222, 66.36832012844889 26.193130588871306, 66.36750491446558 26.192954456688042, 66.36732674264692 26.192928835896286, 66.36746831749718 26.192595430025325))"
431,19650,1.97,Moderately Suitable,2.75,Moderate Access,3,3,4,190.5,Clay Loam,8.055274261603376,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),
288,19662,1.97,Moderately Suitable,3.05,Very High Access,4,3,4,37.0,Clay Loam,8.065833333333336,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35060245584289 26.20531567735818, 66.35061734845112 26.20531597197114, 66.35083419940148 26.204513675357614, 66.35187686499438 26.204734507034633, 66.35151126891043 26.205968524813454, 66.35142200393196 26.205962364226355, 66.35137423854752 26.206100337978082, 66.35143253774352 26.206155136697355, 66.35139548778648 26.20647701122292, 66.35058393089174 26.20613508354763, 66.35039704686048 26.206055430500193, 66.35060245584289 26.20531567735818))"
158,19678,1.97,Moderately Suitable,2.75,Moderate Access,3,3,4,209.6,Clay Loam,8.174458874458876,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.359375360891 26.207340505108593, 66.35975803443598 26.207325135727228, 66.36094319804667 26.207615644128914, 66.3605951223798 26.208738047774926, 66.35906624367718 26.2082754802854, 66.359375360891 26.207340505108593))"
296,19751,1.98,Moderately Suitable,2.75,High Access,3,3,4,81.9,Clay Loam,8.156540084388185,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35314192374251 26.206979519719134, 66.35431254380234 26.20725187878816, 66.3539702840636 26.20855354527272, 66.35351850879576 26.20854969554259, 66.35274735877474 26.208396571466633, 66.35269950246744 26.208315095591917, 66.35314192374251 26.206979519719134))"
166,19858,1.99,Moderately Suitable,2.75,Moderate Access,3,3,4,147.7,Clay Loam,8.033333333333333,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36596039734401 26.208186944186572, 66.36604467004031 26.208192991909247, 66.36607935988233 26.20753514649376, 66.3671795375327 26.20763151980144, 66.36720124143051 26.20777078609599, 66.36767173492011 26.208930534161283, 66.36622829011864 26.208859264873738, 66.36617080667517 26.208768657923745, 66.36595340489026 26.208719854153994, 66.36592479939854 26.20866562845064, 66.36596039734401 26.208186944186572))"
187,19899,1.99,Moderately Suitable,3.05,Very High Access,4,3,4,24.3,Clay Loam,8.096862745098038,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36768708204117 26.20824550331957, 66.36774211373319 26.20822858823559, 66.36780677143766 26.208225298214067, 66.36789086278918 26.208240301493692, 66.3679401733824 26.208254616782153, 66.36801917931427 26.208273995642887, 66.36811344157863 26.208275668499155, 66.36823821650788 26.208251087244342, 66.36833302367793 26.208230468249837, 66.36836290065344 26.208226490073248, 66.36926774695222 26.20817586388654, 66.36928618171235 26.209121315414993, 66.36924976625079 26.20919683036701, 66.36921752812596 26.209303765625783, 66.36914860211314 26.20949956606409, 66.36908394425376 26.209502856426255, 66.3689563539773 26.209437829311923, 66.36863370054662 26.209651370792198, 66.3685246359193 26.209644926651368, 66.36840176796741 26.209588942919993, 66.36832757498956 26.20957412929725, 66.36828362223865 26.20954200300081, 66.36823503810686 26.209491775440846, 66.36819172104336 26.209432794380298, 66.36819753297621 26.209397085584865, 66.36820343572059 26.209352319405998, 66.36819453619833 26.209307445919915, 66.36817537498254 26.20927571730698, 66.36815594133307 26.209257423949772, 66.36810672153229 26.209238630111876, 66.3680814759535 26.20925604554793, 66.3680763905133 26.209260421168175, 66.36795179724294 26.209061088131808, 66.36786089502746 26.20890711105417, 66.36764639854955 26.20828949672948, 66.36768708204117 26.20824550331957))"
131,19965,2.0,Moderately Suitable,2.75,High Access,3,3,4,64.8,Clay Loam,8.085772357723576,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36144919311583 26.209837713663703, 66.36149850314082 26.20985203160875, 66.36439209204832 26.210577024873963, 66.36431953419701 26.211149007507775, 66.36139052962953 26.210459241497148, 66.36144919311583 26.209837713663703))"
425,19992,2.0,Marginally Suitable,2.15,Very Low Access,1,3,4,751.9,Clay Loam,8.133333333333333,4,Pearl Millet (Bajra),Castor,Pearl Millet (Bajra),Isabgol (Psyllium),Water Access (Very Low - >500m from stream),Water harvesting / check dams on seasonal streams; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.37147547271101 26.193900572161297, 66.37331487243075 26.19445826003567, 66.37332749533782 26.194557037003, 66.37303162900047 26.1951294078657, 66.37278371165556 26.19511596185948, 66.37248148875464 26.1950880174246, 66.37211442618343 26.195072327016447, 66.37192090566178 26.19506881375102, 66.3717921341832 26.19505302992188, 66.3716585496975 26.19503268069294, 66.37151016288936 26.19500756150542, 66.3714111778311 26.194992359493032, 66.37133226223295 26.194968508540953, 66.3712538915176 26.194922279631903, 66.3711895966631 26.19491215593001, 66.37113147702698 26.194843826207283, 66.37113274839395 26.194790112918056, 66.371133928949 26.19473638388146, 66.37147547271101 26.193900572161297))"
33,20095,2.01,Moderately Suitable,2.75,Moderate Access,3,3,4,139.6,Clay Loam,8.088755020080322,2,Date Palm,Pomegranate,Sorghum (Jowar),Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.36395656346016 26.213373006803, 66.36401459154061 26.213221795402738, 66.36405999692857 26.213191259024278, 66.36507989372502 26.213326416602833, 66.3651342894839 26.21333644351479, 66.36516652737357 26.214770367788983, 66.36460695052187 26.214701895829037, 66.36460486187191 26.214576380153417, 66.36445102828242 26.214569118004224, 66.36443332016829 26.21469416790483, 66.36377021980594 26.21459247525352, 66.36395656346016 26.213373006803))"
258,20199,2.02,Moderately Suitable,3.05,Very High Access,4,3,4,6.1,Clay Loam,7.900000095367432,1,Dragon Fruit,Date Palm,Guar / Cluster Bean,Cumin,"Climate (low rainfall 164mm, high heat 42.8°C)",Drainage amendment (raised beds/gypsum for clay loam); Drip irrigation system; Organic matter improvement (compost/FYM for low SOC),"POLYGON ((66.35737727165785 26.19292092814696, 66.35753110329715 26.19292377324395, 66.35760320621708 26.19302810882062, 66.35841540902273 26.193338694336134, 66.35802429108827 26.19394967060045, 66.35811691708926 26.194022967973034, 66.35774950070925 26.19468366889059, 66.35770454988354 26.19469631031429, 66.35761065261488 26.19467663715023, 66.35698651769079 26.194391954931277, 66.35695618727578 26.194418239399315, 66.35654354850077 26.194222547528984, 66.35737727165785 26.19292092814696))"
